name,id,lat,lon,PostalCode,City,formattedAddress,type,ZipCodeTrue,Arr,nblike,google_id,google_name,google_rating,google_nbrating,google_address,google_type,google_lat,google_lon,distance
Comfort Hotel Median Paris Congres,4bd72e4d304fce72282f33ab,48.895957093754255,2.3080633756324582,92110,Clichy,"['8 boulevard de Douaumont', '92110 Clichy', 'France']",Hotel,75017,17,11,ChIJ14xCzqBv5kcROK9Va_sR-nU,Hôtel Median Paris Congrès,3.3,719,"Boulevard de Douaumont, 75017 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.89617729999999,2.3079516,0.025823726523819104
Hôtel ibis Paris 17 Clichy-Batignolles,4adcda04f964a5200a3221e3,48.89240164087804,2.3149653245692767,75017,Paris,"['10 rue Bernard Buffet', '75017 Paris', 'France']",Hotel,75017,17,87,ChIJa5FAt6hv5kcRybLAorYWSNI,Ibis Paris 17 Clichy-Batignolles,3.6,3890,"10 Rue Bernard Buffet, 75017 Paris, France","['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.8921394,2.3148941,0.02962718391552204
L'Imprimerie Hôtel,59dcfc2c851de5744aac20d4,48.901489,2.3058680000000003,92110,Clichy,"['15 rue Victor Méric', '92110 Clichy', 'France']",Hotel,92110,0,10,ChIJp6plnQtv5kcRpFbBdm4O-ng,L'imprimerie hôtel,4.6,101,"15 Rue Victor Méric, 92110 Clichy, France","['city_hall', 'spa', 'university', 'local_government_office', 'place_of_worship', 'bar', 'health', 'lodging', 'point_of_interest', 'establishment']",48.90173729999999,2.3056926,0.03046049285058944
Grand Hotel Clichy,4bd724e8304fce726f2333ab,48.89880233542262,2.307246638009599,92110,Clichy,"['36 boulevard Jean Jaurès', '92110 Clichy', 'France']",Motel,92110,0,2,ChIJbVfYOApv5kcRu54eOGywaKI,Grand Hôtel Clichy Paris,4,162,"36 Boulevard Jean Jaurès, 92110 Clichy, France","['lodging', 'point_of_interest', 'establishment']",48.898875,2.307331,0.010176428326629208
L’imprimerie,5bdf0d90826444002c4f97fd,48.901459,2.305876,92110,Clichy,"['15 Rue Victor Méric', '92110 Clichy', 'France']",Hotel,92110,0,0,ChIJp6plnQtv5kcRpFbBdm4O-ng,L'imprimerie hôtel,4.6,101,"15 Rue Victor Méric, 92110 Clichy, France","['city_hall', 'spa', 'university', 'local_government_office', 'place_of_worship', 'bar', 'health', 'lodging', 'point_of_interest', 'establishment']",48.90173729999999,2.3056926,0.03374385072459472
Chambre 653,5cec4783dbde110025bd1781,48.892456,2.314853,,,['France'],Hotel,75017,17,0,,,,,,,,,['']
Chambre 351,5aea38e9cbcdee002cb0e223,48.892666999999996,2.315615,75017,Paris,"['75017 Paris', 'France']",Hotel,75017,17,0,,,,,,,,,['']
Hôtel Féria,5d08aa4a59c423002cba8ad1,48.90098625,2.31536022,92110,Clichy,"['33 Boulevard du Général Leclerc', '92110 Clichy', 'France']",Hotel,92110,0,0,ChIJbR3oFQZv5kcRo97wTjNeS28,Hôtel Féria,3.8,30,"33 Boulevard du Général Leclerc, 92110 Clichy, France","['lodging', 'point_of_interest', 'establishment']",48.90097919999999,2.3153857,0.0020259604675839575
Riad Darko,4bdaaeb9c79cc928f9627fe9,48.894728422164924,2.3132604360580444,,Essaouira,"[""Rue d'agadir"", 'Essaouira', 'France']",Hostel,75017,17,0,ChIJD0piTM2brQ0RnAy3zxzzBFI,Riad Darko,3.1,44,"3 Rue Annasser, Essaouira, Morocco","['lodging', 'point_of_interest', 'establishment']",31.5153191,-9.768052700000002,2180.5561472271943
Salle de petit déjeuner,5c02485c2632ec002cb14013,48.896058000000004,2.308048,92110,Clichy,"['92110 Clichy', 'France']",Hotel,92110,0,0,ChIJ4QIYzTNu5kcRKoFIB4sPSTU,Pavillon Cambon,4.6,281,"46 Rue Cambon, 75001 Paris, France","['point_of_interest', 'establishment']",48.869079,2.3279107,3.335246909282016
Chambre 559,590bd7269de23b76e22df9a8,48.892925,2.3151143,75017,Paris,"['75017 Paris', 'France']",Hotel,75017,17,0,,,,,,,,,['']
Голубятня))),524f16f011d282fb5b14b2ef,48.89470672607422,2.316247701644897,,,['France'],Resort,75017,17,0,,,,,,,,,['']
Cathy's Castle,4db1f3fb43a1bea42bd8eb8c,48.895441,2.3170900000000003,,Paris,"['Paris', 'France']",Resort,75017,17,0,,,,,,,,,['']
Waytostay,4d41e4f1aed776eb3b586897,48.89741,2.32311,75017,Paris,"['Bis Rue Baron, 17ème Arc de Triomph', '75017 Paris', 'France']",Hotel,75017,17,0,ChIJTXQreMcPdkgRVy-B1VXDpNo,A Better Way to Stay,5,2,"31 Rowan Rd, Hammersmith, London W6 7DT, UK","['lodging', 'point_of_interest', 'establishment']",51.4944199,-0.2201065,341.1615046953943
hotel de nantes,4f6f4228e4b0a4e2114437b8,48.89303749085867,2.3167881662633,,,['France'],Hotel,75017,17,1,ChIJ8TTVJqlv5kcRgxZ6Fspi3X0,Hôtel De Nantes,2.8,204,"3 Rue Boulay, 75017 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8929929,2.3167345,0.006330593994839595
hôtel de Nantes,50c0c4a3498e2bfc14b8186f,48.893010954775455,2.3167981942837583,,,['France'],Resort,75017,17,0,ChIJ8TTVJqlv5kcRgxZ6Fspi3X0,Hôtel De Nantes,2.8,204,"3 Rue Boulay, 75017 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8929929,2.3167345,0.0050838847770402935
Kosmopolite Hôtel,5a216dae75a6ea748fe67ce1,48.897958200000005,2.310596900000064,92110,Clichy,"['2 Rue du 8 Mai 1945', '92110 Clichy', 'France']",Hotel,92110,0,0,ChIJAW8-xQlv5kcRttMekRpG2I4,Kosmopolite Hôtel,,,"2 Rue du 8 Mai 1945, 92110 Clichy, France","['lodging', 'point_of_interest', 'establishment']",48.897901,2.310524199999999,0.008299222594794669
Médian Paris Congrès,514959f5e4b00731ba63554d,48.89598565971654,2.3081467788109937,75017,Paris,"['6-8 boulevard de Douaumont', '75017 Paris', 'France']",Hotel,75017,17,1,ChIJ14xCzqBv5kcROK9Va_sR-nU,Hôtel Median Paris Congrès,3.3,719,"Boulevard de Douaumont, 75017 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.89617729999999,2.3079516,0.02567116497749799
Hôtel ibis Paris Porte d’Orléans,4bb527fa2f70c9b659d38330,48.81741209005649,2.3294701319988955,92120,Montrouge,"['33 rue Barbès', '92120 Montrouge', 'France']",Hotel,92120,0,63,ChIJjcZAEqhx5kcRyVC9-_aWNxI,Ibis Paris Porte d'Orléans,3.5,1712,"33 Rue Barbès, 92120 Montrouge, France","['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.8173967,2.3295273,0.004533796752173763
Hotel Novotel Paris 14 Porte d'Orleans,4b5ea8ccf964a520339529e3,48.81957669933246,2.326065184037436,75014,Paris,"['15-17-21 boulevard Romain', '75014 Paris', 'France']",Hotel,92120,0,27,ChIJ5cecEqlx5kcR8qjnX75EcFc,Hôtel Novotel Paris 14 Porte d'Orléans,4.1,1014,"15-21 Boulevard Romain Rolland, 75014 Paris, France","['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.8195229,2.326136999999999,0.007975446877824907
ibis Budget Porte d'Orléans,4cba06b44c60a09322b143ca,48.81967610175054,2.3264014640680144,75014,Paris,"['15-17 boulevard Romain Rolland', '75014 Paris', 'France']",Hotel,75014,14,22,ChIJ2dTfE6lx5kcRaYT-y1LzjUk,Hotel ibis budget Paris Porte d'Orléans,3.5,1075,"15-21 Boulevard Romain Rolland, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.81949299999999,2.3265618,0.023521256087931035
Hôtel Jo&Joe Paris-Gentilly,5c865e46f1fdaf002c1350a3,48.816246236682034,2.3382076621055603,94250,Gentilly,"['93 avenue Paul Vaillant Couturier', '94250 Gentilly', 'France']",Hostel,94250,0,3,ChIJVfqc7c9x5kcRS42v9lHAbBk,JO&JOE Paris - Gentilly,4.2,317,"93 Avenue Paul Vaillant Couturier, 94250 Gentilly, France","['lodging', 'point_of_interest', 'establishment']",48.8163305,2.3381683,0.009806362478064455
Hôtel Mercure Paris Porte d'Orléans,4bd05574fb2cce725ce33bd2,48.817769596702064,2.3292841656760856,92120,Montrouge,"['13  rue François Ory', '92120 Montrouge', 'France']",Hotel,92120,0,33,ChIJo17NZahx5kcRE_6jteURV64,Hotel Mercure Paris Porte d'Orléans,3.8,536,"13 Rue François Ory, 92120 Montrouge, France","['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.817631,2.3292201,0.01611492329811794
Ibis Styles Paris Porte d'Orléans,5040fd9b8302de4f3b5f3dc6,48.81894188543496,2.3258857087501816,92120,Montrouge,"['41 avenue Aristide Briand (Rue Louis Lejeune)', '92120 Montrouge', 'France']",Hotel,92120,0,37,ChIJF4m_dalx5kcRWV2_D-Ef0S8,Hôtel ibis Styles Paris Porte d'Orléans,4.2,424,"41 Avenue Aristide Briand, 92120 Montrouge, France","['lodging', 'point_of_interest', 'establishment']",48.818893,2.325987,0.009213319340089367
Hôtel Acropole,4d6e4d78792bb60c26ad60be,48.82333588671397,2.3253427457300524,75014,Paris,"['199 Boulevard Brune', '75014 Paris', 'France']",Hotel,75014,14,7,ChIJdcuyKaxx5kcRLOGNoFDKvRc,Hôtel Acropole,4.3,164,"199 Boulevard Brune, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.82339340000001,2.3251012,0.01885468223372743
Hotel Du Parc Montsouris,4e84be2b2fb6611bdfd706cd,48.822374092046054,2.3346201095713224,75014,Paris,"['4, rue du Parc Montsouris', '75014 Paris', 'France']",Hotel,75014,14,0,ChIJja_AP6Rx5kcRJ1ITW46BcWM,Hôtel du Parc Montsouris,3.6,159,"4 Rue du Parc de Montsouris, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8224155,2.3345877,0.005183461831088372
Villa Royale Montsouris,4bc8d2c5762beee1548f3d38,48.82352638187904,2.330833892419841,75014,Paris,"['144 rue de La Tombe Issoire', '75014 Paris', 'France']",Hotel,75014,14,11,ChIJSx-zT6Vx5kcRm9G1D4htFyY,Villa Royale Montsouris,3.8,247,"144 Rue de la Tombe Issoire, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8234765,2.3306974,0.01145532460093107
Idéal Hotel Design,4b9aa817f964a52056ca35e3,48.823427348398674,2.3261731846345883,75014,Paris,"['108 boulevard Jourdan', '75014 Paris', 'France']",Hotel,75014,14,15,ChIJFc36ka5x5kcRXQFVg5VBTH0,Ideal Hotel Design,3.7,522,"108 Boulevard Jourdan, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.82326639999999,2.3262056,0.01805605696699384
Hôtel Terminus Orléans,59f2ea0dacb00b73e3c82e7f,48.82365459,2.3248427000000005,75014,Paris,"['197 Boulevard Brune', '75014 Paris', 'France']",Hotel,75014,14,0,ChIJ31F0Kaxx5kcRd_NPC-fkyKI,Hotel Terminus Orleans,4,354,"197 Boulevard Brune, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8236334,2.3247971,0.004094469746932047
Le Terminus,4c669a88f7a80f47595d9e7a,48.82329348122138,2.3248186003324847,75014,Paris,"['201 boulevard Brune', '75014 Paris', 'France']",Hotel,75014,14,0,ChIJBQKK2XRw5kcRTu7RrSXJxgI,Le Terminus Balard,3.8,713,"1 Place Balard, 75015 Paris, France","['night_club', 'cafe', 'bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.83702470000001,2.2783475,3.738038219795446
Hotel Maison Royale Montsouris,534f044d498ea8fc3c1d3672,48.8230275182565,2.3301156367611657,,,['France'],Hotel,75014,14,0,ChIJSx-zT6Vx5kcRm9G1D4htFyY,Villa Royale Montsouris,3.8,247,"144 Rue de la Tombe Issoire, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8234765,2.3306974,0.06571061751765106
Waytostay,4d41e4c3aed776eb5f506897,48.8213,2.33433,75014,Paris,"['Rue Gazan, 14ème Montparnasse', '75014 Paris', 'France']",Hotel,75014,14,0,ChIJTXQreMcPdkgRVy-B1VXDpNo,A Better Way to Stay,5,2,"31 Rowan Rd, Hammersmith, London W6 7DT, UK","['lodging', 'point_of_interest', 'establishment']",51.4944199,-0.2201065,348.8484278913217
Hotel ibis Paris Porte de Vanves Parc des Expositions,55afaa54498e4c4d98682ac7,48.82227625587586,2.3294753587486867,92170,Vanves,"['43 rue Jan Bleuzen', '92170 Vanves', 'France']",Hotel,75014,14,1,ChIJhRESKmdw5kcRBRKRYEUTVIw,Hotel ibis Paris Porte de Vanves Parc des Expositions,3.8,184,"43 Rue Jean Bleuzen, 92170 Vanves, France","['lodging', 'point_of_interest', 'establishment']",48.8222079,2.2940211,2.6034821966009605
Inter Hotel Paris-Sud Montrouge,4bd10a2a20cd996070a92e9e,48.818513,2.32691,,Paris,"['41 Avenue Aristide Briand 92120 Montrouge France', 'Paris', 'France']",Hotel,92120,0,0,ChIJdcuyKaxx5kcRLOGNoFDKvRc,Hôtel Acropole,4.3,164,"199 Boulevard Brune, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.82339340000001,2.3251012,0.5587486002412836
Pétage De Plomb,4e00a08bd4c0836163d8f8e0,48.81720159241394,2.3255970816149647,,Montrouge,"['Montrouge', 'France']",Resort,92120,0,0,,,,,,,,,['']
Hotel Terminus Orleans,4e1f7965c65b2b5e353276c4,48.82337364481294,2.324813135730448,75014,Paris,"['130-132 Boulevards des Maréchaux', '75014 Paris', 'France']",Hotel,75014,14,9,ChIJ31F0Kaxx5kcRd_NPC-fkyKI,Hotel Terminus Orleans,4,354,"197 Boulevard Brune, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8236334,2.3247971,0.028910407151005686
Hotel Avenue De Reille,4fe61c03e4b0c9ca89df6514,48.823746,2.335007,75014,Paris,"['33 Biz (Avenue De Reille)', '75014 Paris', 'France']",Hotel,75014,14,0,ChIJja_AP6Rx5kcRJ1ITW46BcWM,Hôtel du Parc Montsouris,3.6,159,"4 Rue du Parc de Montsouris, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8224155,2.3345877,0.15112958088524645
Paris Marriott Rive Gauche Hotel & Conference Center,4adcda03f964a520e53121e3,48.831604268231104,2.3397713899612427,75014,Paris,"['17 boulevard Saint-Jacques', '75014 Paris', 'France']",Hotel,75014,14,168,ChIJ9ez6Yr5x5kcRhgkwfPgnPwk,Paris Marriott Rive Gauche Hotel & Conference Center,4,2567,"17 Boulevard Saint-Jacques, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8316043,2.3397714,3.608967470928456e-06
Hotel Max,53c39dc5498eab058bd6dc42,48.827859502894505,2.3298981047984046,,,['France'],Hotel,75014,14,13,ChIJQ0JEabBx5kcRs7bS4vySkNw,Hôtel Max,4.5,126,"34 Rue d'Alésia, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.827949,2.329783,0.013056856146360738
Hôtel B55,5c4b16d3ea1e44002c506c07,48.825921,2.342139,75013,Paris,"['55 rue Boussingault', '75013 Paris', 'France']",Hotel,75013,13,0,ChIJj9nb115x5kcRWUSvYesKAJk,Hotel B55 Paris ( Butte aux Cailles - Parc Montsouris - Cité U),4.5,69,"55 Rue Boussingault, 75013 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8259013,2.3420936,0.003988995722616232
Parc Hotel Paris,4e64985cd22d509a3a898b21,48.824567,2.326784,75014,Paris,"['60, rue Beaunier', '75014 Paris', 'France']",Hotel,75014,14,2,ChIJu0FPRK5x5kcRfx8IzgBEugE,Parc Hotel París,3.5,134,"60 Rue Beaunier, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8247109,2.3269242,0.019027948159654726
FIAP Jean Monnet,4adcda04f964a5200e3221e3,48.83073368709321,2.3380719847587383,75014,Paris,"['30 rue Cabanis', '75014 Paris', 'France']",Hostel,75014,14,29,ChIJ-xrGF7xx5kcRtOeosOt4nhg,FIAP Jean Monnet,4,1161,"30 Rue Cabanis, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8304658,2.3380702,0.029791062070364034
Hôtel Sophie Germain,4b955951f964a520cc9d34e3,48.830940771464434,2.330560782291548,75014,Paris,"['12 rue Sophie Germain', '75014 Paris', 'France']",Hotel,75014,14,4,ChIJh66SrrBx5kcRGF1CjrHK04o,Hôtel Sophie Germain Paris,4.1,137,"12 Rue Sophie Germain, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8309547,2.330663,0.0076629138028308525
Hôtel du Midi Paris Montparnasse,4f1a6493e4b035290d2f2098,48.83300685720683,2.3325642943382263,75014,Paris,"['4 avenue René Coty', '75014 Paris', 'France']",Hotel,75014,14,11,ChIJHcu2x7lx5kcRgbm-qG4GYKI,Hôtel du Midi,4.1,234,"4 Avenue René Coty, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8330101,2.3325612,0.00042620968287814816
Hotel Montsouris Orleans,4e84be0e2fb6611bdfd705f3,48.824088866029356,2.3300819255605805,75014,Paris,"['15 rue Beaunier', '75014 Paris', 'France']",Hotel,75014,14,2,ChIJ3aWCg69x5kcRcbivnihNgkE,Hotel Montsouris Orleans,3.5,96,"15 Rue Beaunier, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8240578,2.3300714,0.003540137017312153
Transcontinental Hotel Paris,4bd1088320cd9960c4a72e9e,48.83346790643382,2.324808678715004,75014,Paris,"['155 Ave. du Maine', '75014 Paris', 'France']",Hotel,75014,14,2,ChIJbwlVMLRx5kcRCjF6FU8EukM,Hotel Transcontinental,3.8,191,"155 Avenue du Maine, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.83346539999999,2.3249078,0.007282368079351237
Le Myosotis,501b74cee4b037b650411dc1,48.826816,2.332374,,,['France'],Hotel,75014,14,1,ChIJ833ZyLpx5kcRM2nqRtxwhqU,Le Myosotis,3.7,90,"37 Rue de l'Aude, 75014 Paris, France","['restaurant', 'lodging', 'food', 'point_of_interest', 'establishment']",48.8266971,2.3323953,0.013314610231798946
Cécil Hôtel,4bd72e4e304fce722a2f33ab,48.824400465080004,2.3271062641963405,75014,Paris,"['47 rue Beaunier', '75014 Paris', 'France']",Hotel,75014,14,0,ChIJQy-6bDXGwoARZln-R4MPoGQ,Stay on Main Hotel,3,973,"640 S Main St, Los Angeles, CA 90014, USA","['lodging', 'point_of_interest', 'establishment']",34.0442774,-118.2507798,9109.34415087147
Le Glam's Hotel (Hôtel Le Glam's),59915acef5e9d73b73e363ec,48.824477,2.32725,75014,Paris,"['47 rue Beaunier', '75014 Paris', 'France']",Hotel,75014,14,1,ChIJHc0STq5x5kcREHUFhQdTKj8,Le Glam's Hôtel,3.6,164,"47 Rue Beaunier, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.82450989999999,2.3272292,0.003964680099549549
Hôtel Best Western Nouvel Orléans Montparnasse,4b79c213f964a52004102fe3,48.831018931098,2.3300542600918557,75014,Paris,"['25 avenue du Général Leclerc', '75014 Paris', 'France']",Hotel,75014,14,17,ChIJuQ13tbBx5kcRYbm00zxlISg,Best Western Nouvel Orléans Montparnasse,3.8,242,"25 Avenue du Général Leclerc, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.83105189999999,2.3299256,0.010132661821838421
Waytostay,4d41e4c2aed776eb52506897,48.8247,2.33334,75014,Paris,"['Rue G. Braque, 14ème Montparnasse', '75014 Paris', 'France']",Hotel,75014,14,0,ChIJTXQreMcPdkgRVy-B1VXDpNo,A Better Way to Stay,5,2,"31 Rowan Rd, Hammersmith, London W6 7DT, UK","['lodging', 'point_of_interest', 'establishment']",51.4944199,-0.2201065,348.48593657273193
Les Jardins D'Alesia,4adcda03f964a520b13121e3,48.8278114649461,2.329663119759048,75014,Paris,"[""34 Rue d'Alésia"", '75014 Paris', 'France']",Hotel,75014,14,2,ChIJYUYKALRx5kcRofbOeZIlrSY,Maison de Retraite Korian Les Jardins d'Alésia,2.2,5,"187 Avenue du Maine, 75014 Paris, France","['health', 'point_of_interest', 'establishment']",48.8306245,2.3260545,0.4099512279401804
Hotel Virgina,4d6e82beffedf04dbafd63c5,48.82402886154247,2.3274630790901925,,,['France'],Hotel,75014,14,2,ChIJhRiuVa5x5kcRgkcUpDSLUTI,Hôtel Virgina,4.2,314,"66 Rue du Père Corentin, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8239715,2.3274757,0.006445934172726923
Foyer Saint-Jean-Eudes Paris,5792b124498e3514fa8abefb,48.833088000000004,2.3407142000000003,75013,Paris,"['75013 Paris', 'France']",Hostel,75014,14,0,ChIJO9-UN75x5kcRjBT55OkT2Q8,Maison Provinciale de la Congrégation de Jésus et Marie (Les Eudistes),4,29,"1 Rue Jean Dolent, 75014 Paris, France","['point_of_interest', 'establishment']",48.8330972,2.3407058,0.0011945898932226517
Club Montsouris,4be81388947820a1d96bb4db,48.827726,2.331297,,,['France'],Hostel,75014,14,0,ChIJ58qqk7px5kcRKgTHaSEp6MI,Résidence Club Le Montsouris,4.1,8,"18 Rue d'Alésia, 75014 Paris, France","['health', 'point_of_interest', 'establishment']",48.8279018,2.332172899999999,0.0672176673829041
lazarium,51be195e498e51f04a627c94,48.83086626873367,2.3337144411992785,,,"[""rue d'alembert"", 'France']",Hostel,75014,14,0,,,,,,,,,['']
room 303,586c38cdd4390767015ef65d,48.831189,2.329807,,,['France'],Resort,75014,14,0,,,,,,,,,['']
Hotel Aviatic,4dd53521fa7645a53caa1b41,48.8310652558884,2.3285326781883517,,Paris,"['10, Rue Brezin', 'Paris', 'France']",Hotel,75014,14,1,ChIJe7WU1bBx5kcR1iErw_9U65k,Hotel Aviatic,2.8,232,"10 Rue Brézin, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.83117199999999,2.328516,0.01193362336428102
Beatrice Bed and Breakfast,4e513161aeb70f1284b891e2,48.82687377929688,2.3346757888793945,,Paris,"['12 Rue des artistes', 'Paris', 'France']",Bed & Breakfast,75014,14,0,ChIJU1sAVKxx5kcRkJqCxl4Z0jc,Emmanuel & Béatrice,,,"BÂTIMENT 1 - ESCALIER 1, 1 Rue Albert Sorel, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8236483,2.3224678,0.9655030873536335
Hotel Beaunier,4a93c77cf964a520dd1f20e3,48.82437924592881,2.328979762872977,,Paris,"['31 Rue Beaunier', 'Paris', 'France']",Hotel,75014,14,1,ChIJyyl-o69x5kcRxSXPowKOPj8,Hôtel Beaunier,3.7,42,"31 Rue Beaunier, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8242503,2.3290166,0.014592489726391603
Waytostay,4d41e4c5aed776ebbf506897,48.83332112944539,2.3255020380020137,75014,Paris,"['Rue des Plantes', '75014 Paris', 'France']",Bed & Breakfast,75014,14,0,ChIJTXQreMcPdkgRVy-B1VXDpNo,A Better Way to Stay,5,2,"31 Rowan Rd, Hammersmith, London W6 7DT, UK","['lodging', 'point_of_interest', 'establishment']",51.4944199,-0.2201065,347.36777979656466
Villa Royale Montsouris,4b795e67f964a5201ff62ee3,48.831189,2.324878,75014,Paris,"['144 rue de la Tombe Issoire', '75014 Paris', 'France']",Hotel,75014,14,1,ChIJSx-zT6Vx5kcRm9G1D4htFyY,Villa Royale Montsouris,3.8,247,"144 Rue de la Tombe Issoire, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8234765,2.3306974,0.9582207584430892
Hôtel du Lion,4c45f727f9652d7fa4b3132b,48.83336997177022,2.3319607822486432,75014,Paris,"['1 avenue du Général Leclerc', '75014 Paris', 'France']",Hotel,75014,14,3,ChIJffWJ0rlx5kcR366zaq60vk8,Hotel Du Lion,4,148,"1 Avenue du Général Leclerc, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.83340940000001,2.331944,0.004554492035167978
Villa les DAHLIAS,5bcde2caf96b2c002cb351b6,48.8304419,2.3288522000000285,63240,LE MONT DORE,"['sancy', '63240 LE MONT DORE', 'France']",Vacation Rental,75014,14,0,ChIJP1P_PwB190cRkqyqcgu85RU,Villa Les Dahlias,4.8,6,"52 Avenue du Général Leclerc, 63240 Mont-Dore, France","['lodging', 'point_of_interest', 'establishment']",45.5769915,2.809762199999999,363.5301000520942
Hotel Virgina Paris,4bc8e705762beee1deab3d38,48.82409252189791,2.3274990512886498,,Paris,"['66 Rue Pere Corentin', 'Paris', 'France']",Hotel,75014,14,9,ChIJhRiuVa5x5kcRgkcUpDSLUTI,Hôtel Virgina,4.2,314,"66 Rue du Père Corentin, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8239715,2.3274757,0.013567189620055474
L'Uncle,4c8227ffdc018cfa5855cc6c,48.829801,2.334578,,,['France'],Resort,75014,14,0,,,,,,,,,['']
Room 410,58c84a1875e13755619101f3,48.831087,2.337585,,,['France'],Hostel,75014,14,1,ChIJVVUBe7Sfe0gRLdghRKBbymg,"Ubezpieczenia Blackburn, Blackpool i Preston - Profit Tree",5,28,"4th Floor, Room 410, Daisyfield Business Centre, Appleby St, Blackburn BB1 3BL, UK","['insurance_agency', 'point_of_interest', 'establishment']",53.7518121,-2.46665,641.5444912588403
Hôtel de l'Europe,55aade13498e7472d40ca941,48.82524643239067,2.328998813087426,,Paris,"['34 Rue Du Père Corentin', 'Paris', 'France']",Motel,75014,14,0,ChIJeeRo7K9x5kcRB5bsvJJ0TLs,Hôtel de l'Europe,2.1,156,"35 Rue du Père Corentin, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.825258,2.329659,0.04849289567374328
TaZZiE's Hideout in Paris,535d499e498e51ccd2370352,48.831681,2.339773,,Rive Gauche,"['Rive Gauche', 'France']",Hotel,75014,14,0,ChIJ1QfNMelx5kcRXpA51NMaaUA,Hideout,3.9,206,"22 Rue du Pot de Fer, 75005 Paris, France","['bar', 'point_of_interest', 'establishment']",48.8429127,2.3483001,1.397118680277252
McDonalds Maison Trois,58565818ce593d5304fd3172,48.829756,2.3282220000000002,,,['France'],Hotel,75014,14,0,ChIJyyuqSI5x5kcR2PmCVsRaIk8,McDonald's,3.1,210,"2 Avenue d'Italie Centre Commercial Italie, 75013 Paris, France","['restaurant', 'food', 'point_of_interest', 'establishment']",48.8289306,2.354923400000001,1.9626033088882038
Waytostay,4d41e4f8aed776eb2f596897,48.8309,2.3302,75014,Paris,"['Rue Couédic, 14ème Montparnasse', '75014 Paris', 'France']",Hotel,75014,14,0,ChIJTXQreMcPdkgRVy-B1VXDpNo,A Better Way to Stay,5,2,"31 Rowan Rd, Hammersmith, London W6 7DT, UK","['lodging', 'point_of_interest', 'establishment']",51.4944199,-0.2201065,347.7751339319784
Hotel Chatillon,4b77e9f1f964a5208dae2ee3,48.82572519083337,2.3261071587431488,75014,Paris,"['11, Square de Chatillon', '75014 Paris', 'France']",Hotel,75014,14,0,ChIJl2u7ka1x5kcR7_ME9tNdW-0,Hotel Chatillon Montparnasse Paris,4,233,"11 Square de Châtillon, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8257164,2.3232332,0.21102771024843295
Hôtel Villa Montparnasse,4b95e53cf964a52010b734e3,48.834911348361686,2.3296299576759343,75014,Paris,"['2 rue Boulard', '75014 Paris', 'France']",Hotel,75014,14,10,ChIJg7Akubdx5kcRwAY6jqxuZ9I,Villa Montparnasse,3.9,217,"2 Rue Boulard, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.83490099999999,2.329623,0.001259069394630011
