name,id,lat,lon,PostalCode,City,formattedAddress,type,ZipCodeTrue,Arr,nblike
4 этаж номнр 424,5072822fe4b0cff862c47f04,48.86578369140625,2.2827589511871342,,,['France'],Hotel,75016,16,0
Melia Alexander Boutique Hotel,4fa2c839e4b099a8dde73293,48.86886152127668,2.282898443186512,75116,Paris,"['102 Avenue Victor Hugo, 75116 Paris', '75116 Paris', 'France']",Hotel,75016,16,20
Le Metropolitan Hotel,5798c09a498e1f4c15d299fe,48.86565948000313,2.2830449190423185,75116,Paris,"['10 place de Mexico', '75116 Paris', 'France']",Hotel,75016,16,21
50 rue Copernic,4f999b7be4b01a78fd2e744f,48.86967849731445,2.2863399982452397,75116,Paris,"['50 rue Copernic', '75116 Paris', 'France']",Resort,75116,16,0
Eiffel Condo,4cae1f720c1e6dcb709e7bbf,48.868196000000005,2.278259,75016,Paris,"['10, rue de pomereu', '75016 Paris', 'France']",Hotel,75016,16,0
Hotel De Nanteuil,4ca0ec95542b224bfb380aa0,48.869384000000004,2.2765470000000003,,,['France'],Hotel,75016,16,0
Waytostay,4d41e521aed776ebef5f6897,48.86442,2.282,75116,Paris,"['Rue Sheffer,16ème Bois de Boulogne Trocadero', '75116 Paris', 'France']",Hotel,75016,16,0
Hotel Alexander,4b9f7bfff964a520b52537e3,48.868804,2.2829580000000003,,,['France'],Hotel,75016,16,0
Hyatt Regency Paris Etoile,4adcda04f964a520033221e3,48.880595161115416,2.28453066728758,75017,Paris,"['3 Place Du Generale Koenig', '75017 Paris', 'France']",Hotel,75017,17,408
Hôtel Le Méridien Étoile,4bbadc72b35776b02563cb01,48.879549299999994,2.2852622000000005,75017,Paris,"['81 boulevard Gouvion Saint-Cyr', '75017 Paris', 'France']",Hotel,75017,17,345
AC Hotel by Marriott Paris Porte Maillot,534b9523498ef3902475b28b,48.882250443088274,2.2818785905838013,75017,Paris,"['6 Rue Gustave Charpentier', '75017 Paris', 'France']",Hotel,75017,17,53
Hotel Les Jardins de la Villa Paris,4be06c474c55b651c46deab7,48.880186,2.285932,75017,Paris,"['5 Rue Belidor', '75017 Paris', 'France']",Hotel,75017,17,21
Hotel Villa des Ternes,4bb19d49f964a5200f9c3ce3,48.880547176385996,2.285831374851192,75017,Paris,"['97 avenue des Ternes', '75017 Paris', 'France']",Hotel,75017,17,17
Hotel Residence Foch,4bb51c096edc76b031442f1c,48.87424610014698,2.2811502090041644,,,['France'],Bed & Breakfast,75116,16,17
Neuilly Park Hôtel,4adcda02f964a520873121e3,48.88188490436429,2.2768039921098624,92200,Neuilly-sur-Seine,"['23 rue Madeleine Michelis', '92200 Neuilly-sur-Seine', 'France']",Hotel,92200,0,7
Hôtel La Villa Maillot,4b799843f964a52025042fe3,48.8755456231535,2.2836300730705257,75116,Paris,"['143 avenue Malakoff', '75116 Paris', 'France']",Hotel,75116,16,29
Hôtel Maillot,5055850be4b012cb829f2ec0,48.88047128,2.27794339,92200,Neuilly-sur-Seine,"['46 Rue de Sablonville', '92200 Neuilly-sur-Seine', 'France']",Hotel,92200,0,1
L'Adresse Hôtel,4bedadcf4daaa5930d0d8f61,48.87801880262861,2.2853386402130127,75017,Paris,"['22 rue du Débarcadère', '75017 Paris', 'France']",Hotel,75017,17,5
Résidence Impériale,4d4bb08ab9a2a14318305623,48.87624989590985,2.283685935538597,75016,Paris,"['155 Avenue de Malakoff', '75016 Paris', 'France']",Hotel,75116,16,10
Residences Paris Maillot,555cf9b8498e1fab994887c6,48.881719,2.279806,,,['France'],Bed & Breakfast,92200,0,1
Léo's Grand Ma',4d0d8dfd3bbaa143fad33dda,48.874522999999996,2.285396,,,['France'],Bed & Breakfast,75116,16,0
Waytostay,4d41e5d7aed776eb6f796897,48.87429,2.28057,75116,Paris,"['Rue Pergolese, 16ème Bois de Boulogne Trocadero', '75116 Paris', 'France']",Hotel,75116,16,0
Domaine du Pâtis,4e34c15018a82fdd656f3db0,48.881429,2.271306,,Amécourt,"['1 place du Pâtis', 'Amécourt', 'France']",Bed & Breakfast,92200,0,0
Duplex Belidor,4ff03650e4b07e8f74612b79,48.879931603116454,2.2859748118516423,75017,Paris,"['7 Rue Belidor', '75017 Paris', 'France']",Bed & Breakfast,75017,17,0
Lobby At The Hyatt Regency Etoile Paris,5cc94d7eacb37f002c2d8f5e,48.878993,2.2833799999999997,75017,Paris,"['75017 Paris', 'France']",Hotel,75017,17,0
Residence Palais Etoile,5d447e03e0ab5b00075ec8b4,48.878337,2.284646,75017,Paris,"['75017 Paris', 'France']",Hotel,75017,17,0
Les Poufs @JWT,4ec10f368231b62f42e7a772,48.882304,2.270114,,Neuilly-sur-Seine,"['Neuilly-sur-Seine', 'France']",Hostel,92200,0,0
Hôtel Fertel Maillot,4c3372bd452620a1e39b230f,48.87816634149888,2.284956517593297,75017,Paris,"['269, bld Pereire', '75017 Paris', 'France']",Hotel,75017,17,3
Hôtel Résidence Impériale,4adcda00f964a520bf3021e3,48.87616657557332,2.2834584116935734,75116,Paris,"['155 avenue de Malakoff', '75116 Paris', 'France']",Hotel,75116,16,0
Hôtel Le Jardin de Neuilly,4c5a6af05c57c9b6114c1d4a,48.879505158377924,2.2749170744524894,92200,Neuilly-sur-Seine,"['5 rue Paul Déroulède', '92200 Neuilly-sur-Seine', 'France']",Hotel,92200,0,5
Waytostay,4d41e612aed776eb9b816897,48.8807,2.2845,75017,Paris,"['Bd de Dixmude, 17ème Arc de Triomph', '75017 Paris', 'France']",Hotel,75017,17,0
Hôtel Saint-Cyr Étoile,4ea902020aaff9d3d54fe3ac,48.8804285796649,2.2855579841416334,75017,Paris,"['101 avenue des Ternes', '75017 Paris', 'France']",Hotel,75017,17,0
Hôtel du Roule,4ccc895cba79a1cd3e083ccb,48.88187827064607,2.279274165630341,92200,Neuilly-sur-Seine,"['37 avenue du Roule', '92200 Neuilly-sur-Seine', 'France']",Hotel,92200,0,2
Crowne Plaza Paris Neuilly,58ca35fb2f91cb3b1727b50d,48.89028307451909,2.276789091365572,92200,Neuilly-sur-Seine,"['58 Boulevard Victor Hugo', '92200 Neuilly-sur-Seine', 'France']",Hotel,92200,0,25
Mövenpick Hôtel Paris Neuilly,50d35270e4b04d6aecbb3a0c,48.89019500701339,2.277013653847712,92200,Neuilly-sur-Seine,"['58 boulevard Victor Hugo (Rue de Lesseps)', '92200 Neuilly-sur-Seine', 'France']",Hotel,92200,0,100
Hotel Mercure Paris Levallois Perret,5068d8cae4b0c7c052c011b6,48.88969591424339,2.2827068947102167,92300,Levallois-Perret,"['48  rue Chaptal', '92300 Levallois-Perret', 'France']",Hotel,92300,0,20
Campanile Paris Ouest - Porte de Champerret Levallois,4bc8d9f0762beee1f6983d38,48.891363481686014,2.2838584491097804,92300,Levallois-Perret,"['72 rue Marius Aufan', '92300 Levallois-Perret', 'France']",Hotel,92300,0,5
Hotel d'Anjou Paris,4be09c7c4c55b651ac7ceab7,48.89071526707844,2.2863507437892494,92300,Levallois-Perret,"['47 rue Louis Rouquier', '92300 Levallois-Perret', 'France']",Hotel,92300,0,4
Boutique hôtel Francesca L.,56e6934ecd1044008d97ad35,48.889735636284115,2.2852206230163574,92300,Levallois-Perret,"['39 rue Marius Aufan', '92300 Levallois-Perret', 'France']",Hotel,92300,0,0
Hôtel Salvy Paris-Levallois,4f4fcc3ae4b024479541c866,48.88878869933369,2.2850728916336784,92300,Levallois-Perret,"['33 rue Danton', '92300 Levallois-Perret', 'France']",Hotel,92300,0,1
Hôtel ABC,4bd721b7304fce720e1f33ab,48.8906168673379,2.283306866884231,92300,Levallois-Perret,"['63 rue Danton', '92300 Levallois-Perret', 'France']",Hotel,92300,0,0
Evergreen Laurel Hotel,4b5ed087f964a520a09929e3,48.89835295515229,2.2815796890402584,92300,Levallois-Perret,"['8 place Georges Pompidou', '92300 Levallois-Perret', 'France']",Hotel,92300,0,27
Hotel Mercure Pont De Levallois Neuilly,5c5215e71c9e2e0025fef681,48.894003999999995,2.2784869999999997,92300,Levallois-Perret,"['19 Rue Paul Caillant Couturier', '92300 Levallois-Perret', 'France']",Hotel,92300,0,0
Hôtel du Parc,4e30b83b483bb3fdc437ca58,48.89593066417508,2.2798130727692296,92300,Levallois-Perret,"['18 rue Baudin (Rue Marius Aufan)', '92300 Levallois-Perret', 'France']",Hotel,92300,0,0
Boat On The Seine,4e79f5d1b9937f472da43129,48.89947208939828,2.278690121712032,,,['France'],Bed & Breakfast,92300,0,1
Adagio Access,4f74a05ee4b0f3ab58c08ef4,48.81760562418753,2.2876472787476643,92170,Vanves,"['5 rue Artistide Briand', '92170 Vanves', 'France']",Hotel,92170,0,3
Ibis,4d964f90647d8cfab7acb63d,48.82217128686799,2.2941470066579166,92170,Vanves,"['43 rue Jean Bleuzen (Vanves)', '92170 Vanves', 'France']",Hotel,92170,0,0
Séjours & Affaires,4de3ff9f18385df2b0499082,48.81862064022519,2.303608779365689,92240,Malakoff,"['120 boulevard Gabriel Péri', '92240 Malakoff', 'France']",Hostel,92240,0,10
Adagio Access Vanves Porte de Versailles,52ea9f78498e95f2364c2219,48.82103466514746,2.2926338645498703,92170,Vanves,"['28-32, rue Jean Bleuzen', '92170 Vanves', 'France']",Bed & Breakfast,92170,0,3
Atelier De Paris,50ba508fe4b0cfba2c692305,48.820710999999996,2.293366,,Vanves,"['30 rue Jean Bleuzen', 'Vanves', 'France']",Bed & Breakfast,92170,0,0
Click House,4d01512485c6a1438f1a5237,48.817212182387564,2.303379833220328,,Malakoff,"['Malakoff', 'France']",Hostel,92240,0,0
Residence De La Tour,529de27511d2649ea16aeff8,48.82242038358724,2.3049515228653377,,,['France'],Boarding House,92240,0,0
Phénicio Hotel studios,506df352e4b06679d0e847b9,48.821527705155255,2.292703291263693,,,['France'],Hotel,92170,0,0
Citéa Vanves Porte de Versailles,4b9e1ef6f964a520e1cb36e3,48.82114501880662,2.2937666896237183,92170,Vanves,"['26 - 32, rue Jean Bleuzen', '92170 Vanves', 'France']",Hotel,92170,0,0
Hotel Du Parc,4d9ed106a77d816e5e90f308,48.822191,2.302219,,Paris,"['Rue Laforest 14', 'Paris', 'France']",Hotel,92240,0,2
Adagio Access Vanves Porte de Châtillon,51f4bb7b498ecfa0a80c724e,48.82121501264897,2.2927088731949548,92170,Vanves,"['26-32 rue Jean Bleuzen', '92170 Vanves', 'France']",Hotel,92170,0,4
Hotel Patio Briancon,4de6450a2271f377c2a5dc3a,48.82282726359214,2.299907222687477,92240,Malakoff,"['32 Rue Ledru Rollin', '92240 Malakoff', 'France']",Hotel,92240,0,5
Hôtel de la Place,4e45ac5fc65bd6ffbe87891a,48.82186587617787,2.3018583655357356,92240,Malakoff,"['41 rue Gabriel Crie', '92240 Malakoff', 'France']",Hotel,92240,0,0
Hôtel Mercure Paris Porte de Versailles Expo,500ddd9ce4b052b6a05ecd4b,48.82692349435665,2.2909703168607427,92170,Vanves,"['36-38 rue du Moulin', '92170 Vanves', 'France']",Hotel,92170,0,102
Hotel B&B,4bfd586655539c74c9a5bcf3,48.82457530173528,2.3011009679646253,92240,Malakoff,"['2 boulevard Charles de Gaulle', '92240 Malakoff', 'France']",Hotel,92240,0,18
Mercure Paris Vaugirard Porte de Versailles Hotel,4bc38baeabf49521aae9c393,48.83309267165568,2.288031578063965,75015,Paris,"['69 boulevard Victor', '75015 Paris', 'France']",Hotel,75015,15,29
Arty Paris,50452436e4b0b475f5de1484,48.8319020795408,2.3044124009868523,75015,Paris,"['62 rue des Morillons', '75015 Paris', 'France']",Hostel,75015,15,47
Hotel Novotel Suites Paris Expo Porte de Versailles,5747d96938fad4925e23a482,48.8276470993447,2.3046764288829595,75014,Paris,"['4  boulevard Brune', '75014 Paris', 'France']",Hotel,75014,14,13
Hôtel Home Moderne,4d8a7adb6ce6a35dc2c06142,48.83281551454974,2.3035719283953924,75015,Paris,"['61 Rue Brancion', '75015 Paris', 'France']",Hotel,75015,15,20
Ibis Brancion Parc des Expositions,4d77f21378d5a09369648772,48.830243746462656,2.3019920465579657,75015,Paris,"['105 rue Brancion', '75015 Paris', 'France']",Hotel,75015,15,6
ibis Budget Paris Porte de Vanves,4e2085766365a09600e4402a,48.824525461490744,2.2990570660697767,92170,Vanves,"['110 rue Jean Bleuzen', '92170 Vanves', 'France']",Hotel,92170,0,4
Hôtel Clarisse,4adcda02f964a520733121e3,48.8289152203347,2.300480374024016,75015,Paris,"['159 Boul. Lefebvre', '75015 Paris', 'France']",Hotel,75015,15,0
B&B HOTEL,5b50d00590d1ed002c55b5b1,48.82461895168215,2.3009437322616577,92240,Malakoff,"['2 bd Charles de Gaulle', '92240 Malakoff', 'France']",Hotel,92240,0,0
Hôtel Terminus Vaugirard,4adcda01f964a520173121e3,48.83318745155758,2.289104088742502,75015,Paris,"['403 rue de Vaugirard', '75015 Paris', 'France']",Hotel,75015,15,9
Hotel Kyriad,4c2f26e0ac0ab713dcb41b1e,48.83181437768192,2.3044681549072266,75015,Paris,"['62 r des Morillons 75015 PARIS', '75015 Paris', 'France']",Hotel,75015,15,0
Les Suites Des Vanves,59521b5418d43b18411e26c4,48.824062,2.2878060000000002,92170,Paris,"['10 Rue Julien, Vanves', '92170 Paris', 'France']",Bed & Breakfast,92170,0,0
Hotel King Expo Paris,4be1ac608dd062b556783e3c,48.831903499999996,2.3044484,,Paris,"['1 Rue de Chambery', 'Paris', 'France']",Hotel,75015,15,0
Les Suites Des Vanves,59521c16234724384f081db1,48.823966999999996,2.2879236,92170,Vanves,"['10 Rue Julien', '92170 Vanves', 'France']",Bed & Breakfast,92170,0,0
Hôtel Océania Paris,57bf628a498e099ac9dc127c,48.832303,2.287489,75015,Paris,"['52 Place de la Porte de Versailles', '75015 Paris', 'France']",Hotel,75015,15,0
Hotel Karima,5053f450e4b012cb81c543cb,48.832407,2.302861,,,['France'],Hostel,75015,15,0
Mama Shelter Paris,5d3727455c9d4c00083efc5e,48.829334,2.292303,75015,Paris,"['20 avenue De La Porte De La Plaine', '75015 Paris', 'France']",Restaurant,75015,15,0
Hôtel Océania Paris Porte de Versailles,57bf5f1d498eb2e9a5e3322a,48.832303,2.287489,75015,Paris,"['52 Place de la Porte de Versailles', '75015 Paris', 'France']",Hotel Pool,75015,15,0
Novotel Paris Vaugirard Montparnasse,4b6a1fb3f964a520f0c82be3,48.839982442353495,2.3030146922712422,75015,Paris,"['257 rue de Vaugirard', '75015 Paris', 'France']",Hotel,75015,15,59
Hotel Val Girard,4c5bc6877f661b8dc3d2461c,48.840814183512286,2.2993932791803484,75015,Paris,"['14 rue Pétel', '75015 Paris', 'France']",Hotel,75015,15,10
Vice Versa Hotel,4fead430582f627100c18b8f,48.83635517979559,2.289650748192184,75015,Paris,"['213 rue de la Croix-Nivert', '75015 Paris', 'France']",Hotel,75015,15,20
Pavillon Porte de Versailles,50930dade4b0a40e1b004c49,48.83371807921364,2.2868863294653368,,Paris,"['37 Rue Du Hameau', 'Paris', 'France']",Hotel,75015,15,5
Mercure Paris-Convention Parc des Expositions,4c49de621b430f47f0f220c4,48.83849838479145,2.290430018715686,75015,Paris,"['6 rue Saint-Lambert', '75015 Paris', 'France']",Hotel,75015,15,12
Best Western Montcalm,4c0ea2582466a5931f627921,48.840916933740644,2.2870980466270794,75015,Paris,"['50 avenue Felix Faure', '75015 Paris', 'France']",Hotel,75015,15,5
Hotel Auguste,57cd1c40498e289daf0c4ad1,48.837674,2.29615,75015,Paris,"['25 Rue Alain Chartier', '75015 Paris', 'France']",Hotel,75015,15,0
Hôtel Eiffel Blomet,598ae804ad1ea45754d6fbc5,48.841640525352666,2.302397995689814,75015,Paris,"['78 rue Blomet', '75015 Paris', 'France']",Hotel,75015,15,9
Hôtel Abaca Messidor,4bd72e9c304fce72a62f33ab,48.836877839698246,2.295576790329505,75015,Paris,"['330 rue de Vaugirard', '75015 Paris', 'France']",Hotel,75015,15,5
Ibis Convention,4bf046bdd4e4d13a4f1a16a7,48.83588519044496,2.294920619843942,75015,Paris,"['5 rue Eugène Gibez', '75015 Paris', 'France']",Hotel,75015,15,10
Hôtel de la Paix,4adcda01f964a520323121e3,48.83869011397575,2.288680750958064,75015,Paris,"['43 rue Duranton', '75015 Paris', 'France']",Hotel,75015,15,13
Ibis Styles Paris XV Lecourbe,4c72e19157b6a143acb5c6cc,48.83873562241902,2.289460568186736,75015,Paris,"['192 rue de la Croix-Nivert', '75015 Paris', 'France']",Hotel,75015,15,14
Hôtel Delos Vaugirard,4adcda02f964a520823121e3,48.84134355379041,2.302697500631276,75015,Paris,"['7 rue du Général Beuret', '75015 Paris', 'France']",Hotel,75015,15,2
Les Toits de Paris,56c2e9d1cd100eb96e3980c5,48.841995000000004,2.29453,,Paris,"[""25 Rue de l'Abbé Groult (Rue de la Croix Nivert)"", 'Paris', 'France']",Bed & Breakfast,75015,15,0
Hôtel Convention Montparnasse,4c42347c520fa593dae1caac,48.83718936432884,2.2969219585733227,75015,Paris,"['41 rue Alain Chartier', '75015 Paris', 'France']",Hotel,75015,15,2
Chouette Hôtel,4bc8d1e7762beee1de8e3d38,48.835744651830595,2.3022629100468044,75015,Paris,"['237 rue de la Convention', '75015 Paris', 'France']",Hotel,75015,15,5
Hotel Lutece,4dd58532d22d38ef42ba029d,48.8358423855525,2.2924210421471463,75015,Paris,"['5 rue de langeac', '75015 Paris', 'France']",Hotel,75015,15,0
Hotel Montcalm,584e5bdd23188e1e7a246702,48.840988,2.287012,75015,Paris,"['50 avenue Félix Faure', '75015 Paris', 'France']",Hotel,75015,15,0
Azureva,4d52d5a99ffc236a8f7631a7,48.841611,2.30234092,75000,Paris,"['78 rue Blomet', '75000 Paris', 'France']",Hotel,75015,15,2
Quality Inn Hotel Albecca,4e5ea29a1f6e3022a7280c00,48.83683324976378,2.295480770720621,,Paris,"['Paris', 'France']",Hotel,75015,15,0
Hotel Carladez Cambronne Paris,4bc8e70a762beee1e6ab3d38,48.84206034488629,2.303152411747827,,Paris,"['3 Place Du General Beuret', 'Paris', 'France']",Hotel,75015,15,2
Hôtel Avenir Vaugirard,4c141383a9c220a187fb569d,48.836453999999996,2.2946669333333336,,Paris,"['373 rue de Vaugirard', 'Paris', 'France']",Hotel,75015,15,0
Studio Hôtel,4c8be357509e3704f83c2e55,48.837897999999996,2.296056,75015,Paris,"['25 rue Alain Chartier (Rue de la Convention)', '75015 Paris', 'France']",Hotel,75015,15,5
Auriane Porte de Versailles Hotel Paris,4bcc5c24aeaaeee169ed3d6d,48.834138,2.295318,,Paris,"['60 Rue Olivier De Serres', 'Paris', 'France']",Hotel,75015,15,2
Chouette Hotel,571d0ab9498e13bf1e4f8640,48.836807,2.2979138,,Paris,"['237 Rue De La Convention', 'Paris', 'France']",Hotel,75015,15,1
Roman Seasons,50220f40e4b0c71833af60b3,48.840047999999996,2.294404,,Paris,"['214 Rue Lecourbe', 'Paris', 'France']",Hotel,75015,15,0
Hotel Chouette,562e8b5f498e260cde681aeb,48.83570564976185,2.3021731125094025,,,['France'],Hotel,75015,15,17
Hôtel Terminus Montparnasse,4adcd9fff964a5209f3021e3,48.833672,2.286859,75006,Paris,"['59 Boulevard du Montparnasse', '75006 Paris', 'France']",Hotel,75015,15,0
Hôtel Eden Porte de Versailles,51a5eace498e284d0f7dc500,48.84052563024365,2.2991285361903517,75015,Paris,"['110 rue Blomet', '75015 Paris', 'France']",Hotel,75015,15,9
Hotel Auriane,51b24e0d498eaf137aa32666,48.83425244352891,2.295428333782322,,,['France'],Hotel,75015,15,0
Hotel L'Amiral**,4bdef0c2fe0e62b589110606,48.841275,2.3011,75015,Paris,"[""90, rue de l'Amiral Roussin"", '75015 Paris', 'France']",Hotel,75015,15,1
Montparis,5084645be4b0fbd4c144d475,48.838256,2.298674,,,['France'],Boarding House,75015,15,1
Hilton Suffren,4bd1dd475e0cce72a318a284,48.84141652349504,2.3049631276870954,75007,Paris,"['Avenue de Suffren', '75007 Paris', 'France']",Hotel,75015,15,0
Tulip Inn Sudotel Grands Boulevards,4adcda02f964a520613121e3,48.8337229233076,2.2869381404136147,75010,Paris,"['42 Rue des Petites Ecuries', '75010 Paris', 'France']",Hotel,75015,15,0
Hôtel Printania,4ecc8904490144fb1f28ca28,48.83416222434801,2.2954170473390123,,Paris,"['55 Rue Olivier De serres', 'Paris', 'France']",Hotel,75015,15,0
Studio d'Hôtes à Paris,52ab75df498e50054788d01a,48.843098,2.3046349999999998,75015,Paris,"['Rue Lecourbe', '75015 Paris', 'France']",Bed & Breakfast,75015,15,0
ibis Paris Tour Eiffel Cambronne 15ème,4b7b7a3bf964a520f6642fe3,48.84707408921252,2.3011690378189087,75015,Paris,"['2 rue Cambronne', '75015 Paris', 'France']",Hotel,75015,15,167
Hôtel Eiffel Saint-Charles,4ee0e63e6d860243ce4f2fc8,48.849969396883104,2.2884838521219333,75015,Paris,"['37 rue Saint-Charles (Angle 38 rue Rouelle)', '75015 Paris', 'France']",Hotel,75015,15,19
Hôtel Le Parisis,5616f5a6498e5067e4416795,48.84965391346721,2.2955828221085888,75015,Paris,"['102 boulevard de Grenelle', '75015 Paris', 'France']",Hotel,75015,15,13
Hôtel Arès Tour Eiffel,4adcd9fff964a5208f3021e3,48.85046121844445,2.298211474033437,75015,Paris,"['7 rue du Général de Larminat', '75015 Paris', 'France']",Hotel,75015,15,30
Hotel Rose Bourbon,5bb3dcec9fca56002cdfa4c3,48.84402,2.2887728,75015,Paris,"[""rue de l'eglise"", '75015 Paris', 'France']",Hotel,75015,15,2
Hôtel Beaugrenelle Tour Eiffel,4adcda01f964a5200e3121e3,48.85031012735993,2.2903896418290333,75015,Paris,"['19 Rue Viala', '75015 Paris', 'France']",Hotel,75015,15,12
Campanile Paris 15 Tour Eiffel,4c38ff01edba9521363bd625,48.85050457625884,2.288880641649361,75015,Paris,"['30 rue Saint Charles', '75015 Paris', 'France']",Hotel,75015,15,20
Hotel Exposition Tour Eiffel,4d4521c21ed56dcb9c04b854,48.848882441804115,2.2882000260795845,,Paris,"['Rue du Theatre 42', 'Paris', 'France']",Hotel,75015,15,7
Hôtel Au Pacific,4d4808fd847e6dcb32499ac4,48.848674323265065,2.2919065837399586,75015,Paris,"['11 rue Fondary', '75015 Paris', 'France']",Hotel,75015,15,5
First Hotel,4ca50e28d971b1f7683ff3e0,48.84765674975875,2.3022699775433932,75015,Paris,"['2 rue Garibaldi', '75015 Paris', 'France']",Hotel,75015,15,17
Hotel France Eiffel,4c88d15b105237041245c3f1,48.85161407106585,2.2898375198472016,75015,Paris,"['8 rue saint Charles', '75015 Paris', 'France']",Hotel,75015,15,10
The 3 Ducks Hostel Paris,4be197a78dd062b5ea663e3c,48.843502684766776,2.2925871317241366,75015,Paris,"['6 place Étienne Pernet', '75015 Paris', 'France']",Hostel,75015,15,68
Hotel Le Marquis,4bcf61260ffdce72c369b2c0,48.85172391220011,2.2978181853557915,75015,Paris,"['15 rue Dupleix', '75015 Paris', 'France']",Hotel,75015,15,21
Tourisme Avenue Hotel,4bd2f29d9854d13a9b87fc4d,48.849407597763935,2.2981308688362416,75015,Paris,"['66 Avenue de la Motte-Picquet', '75015 Paris', 'France']",Hotel,75015,15,30
Best Western Eiffel Cambronne,4bcb3689fb84c9b698531e3e,48.8458544012339,2.2984036803245544,75015,Paris,"['46 rue de la Croix Nivert', '75015 Paris', 'France']",Hotel,75015,15,10
